dyad_id,scenario_id,scenario_type,cond_a,cond_b,role_a,role_b,replicate,model_a,model_b,deal,deal_terms_json,rounds_to_deal,value_claimed_a,value_claimed_b,points_a,points_b,value_created,split,warmth_a_mean,dominance_a_mean,warmth_b_mean,dominance_b_mean,svi_a_mean,svi_b_mean,cost_usd_est,notes,mock
merger_NEU_NEU_fou_acq_r02_9614f5,merger,integrative,NEUTRAL,NEUTRAL,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""1""}",9,100.0,72.0,400.0,372.0,772.0,0.5181347150259067,17.5,20.0,12.5,25.0,87.5,7.5,0.01134,,0
merger_NEU_NEU_fou_acq_r03_b9465c,merger,integrative,NEUTRAL,NEUTRAL,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,22.5,7.5,17.5,12.5,79.0,12.5,0.0068000000000000005,,0
merger_NEU_NEU_fou_acq_r04_846833,merger,integrative,NEUTRAL,NEUTRAL,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,25.0,7.5,25.0,12.5,12.5,0.016780000000000003,Impasse: both agents take BATNA.,0
merger_NEU_NEU_fou_acq_r05_044272,merger,integrative,NEUTRAL,NEUTRAL,founder,acquirer,5,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""50"", ""founder_equity_pct"": ""10"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""2""}",3,22.0,230.0,322.0,530.0,852.0,0.3779342723004695,27.5,7.5,17.5,12.5,86.0,12.5,0.006780000000000001,,0
merger_NEU_NEU_fou_acq_r06_1ed1bf,merger,integrative,NEUTRAL,NEUTRAL,founder,acquirer,6,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",4,210.0,14.0,510.0,314.0,824.0,0.6189320388349514,27.5,25.0,32.5,12.5,42.5,86.0,0.00749,,0
merger_NEU_NEU_fou_acq_r07_2b59d9,merger,integrative,NEUTRAL,NEUTRAL,founder,acquirer,7,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,12.0,140.0,312.0,440.0,752.0,0.4148936170212766,42.5,7.5,17.5,12.5,79.0,37.5,0.0066700000000000014,,0
merger_NEU_NEU_acq_fou_r00_25fda5,merger,integrative,NEUTRAL_p1,NEUTRAL,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,38.0,186.0,338.0,486.0,824.0,0.41019417475728154,7.5,17.5,0.0,0.0,87.5,42.5,0.008339999999999998,,0
merger_NEU_NEU_acq_fou_r01_dd86dd,merger,integrative,NEUTRAL_p1,NEUTRAL,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,12.5,0.0,0.0,12.5,57.5,0.01302,Impasse: both agents take BATNA.,0
merger_NEU_NEU_acq_fou_r02_510cd6,merger,integrative,NEUTRAL_p1,NEUTRAL,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,38.0,186.0,338.0,486.0,824.0,0.41019417475728154,7.5,2.5,0.0,0.0,84.0,42.5,0.00824,,0
merger_NEU_NEU_acq_fou_r03_0c8a39,merger,integrative,NEUTRAL_p1,NEUTRAL,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,12.5,25.0,12.5,25.0,12.5,0.0,0.01674,Impasse: both agents take BATNA.,0
merger_NEU_NEU_acq_fou_r04_2e58be,merger,integrative,NEUTRAL_p1,NEUTRAL,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""50"", ""founder_equity_pct"": ""10"", ""integration_months"": ""6"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",9,18.0,158.0,318.0,458.0,776.0,0.4097938144329897,7.5,2.5,0.0,0.0,76.5,27.5,0.01024,,0
merger_NEU_NEU_acq_fou_r05_3dee71,merger,integrative,NEUTRAL_p1,NEUTRAL,acquirer,founder,5,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,38.0,186.0,338.0,486.0,824.0,0.41019417475728154,7.5,10.0,0.0,0.0,87.5,42.5,0.008230000000000001,,0
merger_NEU_NEU_acq_fou_r06_384f81,merger,integrative,NEUTRAL_p1,NEUTRAL,acquirer,founder,6,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,38.0,186.0,338.0,486.0,824.0,0.41019417475728154,7.5,10.0,0.0,0.0,87.5,42.5,0.008230000000000001,,0
merger_NEU_NEU_acq_fou_r07_f01a4f,merger,integrative,NEUTRAL_p1,NEUTRAL,acquirer,founder,7,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,84.0,0.0,384.0,300.0,684.0,0.5614035087719298,22.5,12.5,17.5,25.0,37.5,75.0,0.006529999999999999,,0
merger_NEU_NEU_fou_acq_r00_e99be4,merger,integrative,NEUTRAL_p1,NEUTRAL,founder,acquirer,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",4,210.0,14.0,510.0,314.0,824.0,0.6189320388349514,22.5,25.0,7.5,12.5,42.5,86.0,0.0066500000000000005,,0
merger_NEU_NEU_fou_acq_r01_691aec,merger,integrative,NEUTRAL_p1,NEUTRAL,founder,acquirer,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,22.5,7.5,22.5,12.5,79.0,12.5,0.007659999999999999,,0
merger_NEU_NEU_fou_acq_r02_bcd45c,merger,integrative,NEUTRAL_p1,NEUTRAL,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,17.5,7.5,12.5,12.5,87.5,37.5,0.006770000000000001,,0
merger_NEU_NEU_fou_acq_r03_6b8834,merger,integrative,NEUTRAL_p1,NEUTRAL,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,22.5,7.5,17.5,12.5,86.0,12.5,0.00764,,0
merger_NEU_NEU_fou_acq_r04_755bf8,merger,integrative,NEUTRAL_p1,NEUTRAL,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,22.5,7.5,12.5,10.0,87.5,37.5,0.006730000000000001,,0
merger_NEU_NEU_fou_acq_r05_6a89d6,merger,integrative,NEUTRAL_p1,NEUTRAL,founder,acquirer,5,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,42.5,7.5,17.5,12.5,87.5,32.5,0.00677,,0
merger_NEU_NEU_fou_acq_r06_c733c7,merger,integrative,NEUTRAL_p1,NEUTRAL,founder,acquirer,6,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,17.5,7.5,17.5,12.5,87.5,37.5,0.005910000000000001,,0
merger_NEU_NEU_fou_acq_r07_45b068,merger,integrative,NEUTRAL_p1,NEUTRAL,founder,acquirer,7,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",4,210.0,14.0,510.0,314.0,824.0,0.6189320388349514,22.5,25.0,12.5,12.5,42.5,86.0,0.0074800000000000005,,0
merger_NEU_NEU_acq_fou_r00_3ab8b7,merger,integrative,NEUTRAL_p2,NEUTRAL,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,98.0,174.0,398.0,474.0,872.0,0.45642201834862384,7.5,2.5,0.0,0.0,87.5,42.5,0.0083,,0
merger_NEU_NEU_acq_fou_r01_f611c2,merger,integrative,NEUTRAL_p2,NEUTRAL,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,12.5,0.0,0.0,2.5,76.0,0.01315,Impasse: both agents take BATNA.,0
merger_NEU_NEU_acq_fou_r02_5a5b36,merger,integrative,NEUTRAL_p2,NEUTRAL,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,15.0,0.0,0.0,17.5,52.5,0.012980000000000002,Impasse: both agents take BATNA.,0
merger_NEU_NEU_acq_fou_r03_a373a7,merger,integrative,NEUTRAL_p2,NEUTRAL,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,12.5,0.0,0.0,9.0,42.5,0.013149999999999998,Impasse: both agents take BATNA.,0
merger_NEU_NEU_acq_fou_r04_d88454,merger,integrative,NEUTRAL_p2,NEUTRAL,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,60.0,24.0,360.0,324.0,684.0,0.5263157894736842,17.5,25.0,37.5,7.5,47.5,87.5,0.00587,,0
merger_NEU_NEU_acq_fou_r05_69afda,merger,integrative,NEUTRAL_p2,NEUTRAL,acquirer,founder,5,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,60.0,24.0,360.0,324.0,684.0,0.5263157894736842,22.5,25.0,37.5,25.0,47.5,87.5,0.006520000000000001,,0
merger_NEU_NEU_acq_fou_r06_6a6275,merger,integrative,NEUTRAL_p2,NEUTRAL,acquirer,founder,6,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,84.0,0.0,384.0,300.0,684.0,0.5614035087719298,22.5,12.5,37.5,12.5,46.0,75.0,0.0066,,0
merger_NEU_NEU_acq_fou_r07_8b74e1,merger,integrative,NEUTRAL_p2,NEUTRAL,acquirer,founder,7,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,84.0,0.0,384.0,300.0,684.0,0.5614035087719298,22.5,25.0,37.5,25.0,47.5,75.0,0.00651,,0
merger_NEU_NEU_fou_acq_r00_98f90d,merger,integrative,NEUTRAL_p2,NEUTRAL,founder,acquirer,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,36.0,116.0,336.0,416.0,752.0,0.44680851063829785,17.5,7.5,22.5,12.5,86.0,12.5,0.005860000000000001,,0
merger_NEU_NEU_fou_acq_r01_c116d0,merger,integrative,NEUTRAL_p2,NEUTRAL,founder,acquirer,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""2""}",13,38.0,214.0,338.0,514.0,852.0,0.3967136150234742,12.5,25.0,7.5,12.5,87.5,0.0,0.01492,,0
merger_NEU_NEU_fou_acq_r02_cb95c6,merger,integrative,NEUTRAL_p2,NEUTRAL,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,42.5,7.5,22.5,12.5,86.0,7.5,0.007639999999999999,,0
merger_NEU_NEU_fou_acq_r03_68871e,merger,integrative,NEUTRAL_p2,NEUTRAL,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""0"", ""esg_clause"": ""2""}",5,6.0,178.0,306.0,478.0,784.0,0.3903061224489796,17.5,12.5,17.5,12.5,87.5,7.5,0.007370000000000001,,0
merger_NEU_NEU_fou_acq_r04_27ea02,merger,integrative,NEUTRAL_p2,NEUTRAL,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,17.5,7.5,7.5,10.0,87.5,37.5,0.006730000000000001,,0
merger_NEU_NEU_fou_acq_r05_185867,merger,integrative,NEUTRAL_p2,NEUTRAL,founder,acquirer,5,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,47.5,7.5,22.5,12.5,69.0,12.5,0.007510000000000001,,0
merger_NEU_NEU_fou_acq_r06_ae2508,merger,integrative,NEUTRAL_p2,NEUTRAL,founder,acquirer,6,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,42.5,7.5,12.5,10.0,87.5,37.5,0.006740000000000001,,0
merger_NEU_NEU_fou_acq_r07_5adadb,merger,integrative,NEUTRAL_p2,NEUTRAL,founder,acquirer,7,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,42.5,7.5,12.5,12.5,86.0,12.5,0.0068,,0
merger_NEU_NEU_acq_fou_r00_673733,merger,integrative,NEUTRAL_p3,NEUTRAL,acquirer,founder,0,gpt-4o-mini,gpt-4o-mini,0,,,0.0,0.0,300.0,300.0,600.0,0.5,7.5,12.5,0.0,0.0,7.5,47.5,0.01302,Impasse: both agents take BATNA.,0
merger_NEU_NEU_acq_fou_r01_0dd716,merger,integrative,NEUTRAL_p3,NEUTRAL,acquirer,founder,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""8"", ""esg_clause"": ""2""}",7,20.0,266.0,320.0,566.0,886.0,0.3611738148984199,7.5,12.5,0.0,0.0,87.5,42.5,0.00827,,0
merger_NEU_NEU_acq_fou_r02_352b20,merger,integrative,NEUTRAL_p3,NEUTRAL,acquirer,founder,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,14.0,210.0,314.0,510.0,824.0,0.38106796116504854,12.5,12.5,0.0,0.0,81.0,47.5,0.0073300000000000014,,0
merger_NEU_NEU_acq_fou_r03_67dc46,merger,integrative,NEUTRAL_p3,NEUTRAL,acquirer,founder,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",7,38.0,186.0,338.0,486.0,824.0,0.41019417475728154,7.5,10.0,0.0,0.0,87.5,42.5,0.00831,,0
merger_NEU_NEU_acq_fou_r04_a4e010,merger,integrative,NEUTRAL_p3,NEUTRAL,acquirer,founder,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""60"", ""founder_equity_pct"": ""5"", ""integration_months"": ""12"", ""brand_retention_yrs"": ""5"", ""esg_clause"": ""2""}",9,22.0,202.0,322.0,502.0,824.0,0.3907766990291262,7.5,2.5,0.0,0.0,86.0,37.5,0.00941,,0
merger_NEU_NEU_acq_fou_r05_81cc30,merger,integrative,NEUTRAL_p3,NEUTRAL,acquirer,founder,5,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,84.0,0.0,384.0,300.0,684.0,0.5614035087719298,22.5,25.0,37.5,25.0,42.5,75.0,0.00651,,0
merger_NEU_NEU_acq_fou_r06_9825f0,merger,integrative,NEUTRAL_p3,NEUTRAL,acquirer,founder,6,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,84.0,0.0,384.0,300.0,684.0,0.5614035087719298,22.5,12.5,12.5,12.5,46.0,75.0,0.007359999999999999,,0
merger_NEU_NEU_acq_fou_r07_ef36a9,merger,integrative,NEUTRAL_p3,NEUTRAL,acquirer,founder,7,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""5"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",4,84.0,0.0,384.0,300.0,684.0,0.5614035087719298,22.5,25.0,17.5,25.0,41.0,75.0,0.0065,,0
merger_NEU_NEU_fou_acq_r00_21a4dd,merger,integrative,NEUTRAL_p3,NEUTRAL,founder,acquirer,0,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,17.5,7.5,17.5,25.0,79.0,12.5,0.00677,,0
merger_NEU_NEU_fou_acq_r01_e18e73,merger,integrative,NEUTRAL_p3,NEUTRAL,founder,acquirer,1,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""15"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,48.0,36.0,348.0,336.0,684.0,0.5087719298245614,42.5,7.5,37.5,12.5,85.0,32.5,0.00677,,0
merger_NEU_NEU_fou_acq_r02_21ceca,merger,integrative,NEUTRAL_p3,NEUTRAL,founder,acquirer,2,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""65"", ""founder_equity_pct"": ""10"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""2""}",4,154.0,30.0,454.0,330.0,784.0,0.5790816326530612,27.5,25.0,7.5,12.5,37.5,87.5,0.0074800000000000005,,0
merger_NEU_NEU_fou_acq_r03_8e500c,merger,integrative,NEUTRAL_p3,NEUTRAL,founder,acquirer,3,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""18"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""1""}",3,24.0,60.0,324.0,360.0,684.0,0.47368421052631576,22.5,7.5,17.5,12.5,77.5,37.5,0.006660000000000001,,0
merger_NEU_NEU_fou_acq_r04_5e6f43,merger,integrative,NEUTRAL_p3,NEUTRAL,founder,acquirer,4,gpt-4o-mini,gpt-4o-mini,1,"{""cash_price_musd"": ""55"", ""founder_equity_pct"": ""10"", ""integration_months"": ""24"", ""brand_retention_yrs"": ""2"", ""esg_clause"": ""2""}",7,62.0,190.0,362.0,490.0,852.0,0.42488262910798125,17.5,25.0,12.5,12.5,87.5,7.5,0.0097,,0
